"Pin
References : ['Eff']
Dependency : [?]
Num. Points : [?]
Matrix Size : ?
Type : ?","Eff
References : []
Dependency : [Pin]
Num. Points : [6001]
Matrix Size : scalar
Type : Real"
-18.46,4.92E-06
-18.45,4.93E-06
-18.44,4.95E-06
-18.43,4.97E-06
-18.42,4.99E-06
-18.41,5.01E-06
-18.4,5.03E-06
-18.39,5.05E-06
-18.38,5.06E-06
-18.37,5.08E-06
-18.36,5.10E-06
-18.35,5.12E-06
-18.34,5.14E-06
-18.33,5.16E-06
-18.32,5.18E-06
-18.31,5.20E-06
-18.3,5.22E-06
-18.29,5.24E-06
-18.28,5.26E-06
-18.27,5.28E-06
-18.26,5.30E-06
-18.25,5.32E-06
-18.24,5.34E-06
-18.23,5.36E-06
-18.22,5.38E-06
-18.21,5.40E-06
-18.2,5.42E-06
-18.19,5.44E-06
-18.18,5.46E-06
-18.17,5.48E-06
-18.16,5.50E-06
-18.15,5.52E-06
-18.14,5.54E-06
-18.13,5.57E-06
-18.12,5.59E-06
-18.11,5.61E-06
-18.1,5.63E-06
-18.09,5.65E-06
-18.08,5.67E-06
-18.07,5.69E-06
-18.06,5.72E-06
-18.05,5.74E-06
-18.04,5.76E-06
-18.03,5.78E-06
-18.02,5.80E-06
-18.01,5.83E-06
-18,5.85E-06
-17.99,5.87E-06
-17.98,5.89E-06
-17.97,5.92E-06
-17.96,5.94E-06
-17.95,5.96E-06
-17.94,5.99E-06
-17.93,6.01E-06
-17.92,6.03E-06
-17.91,6.06E-06
-17.9,6.08E-06
-17.89,6.10E-06
-17.88,6.13E-06
-17.87,6.15E-06
-17.86,6.18E-06
-17.85,6.20E-06
-17.84,6.22E-06
-17.83,6.25E-06
-17.82,6.27E-06
-17.81,6.30E-06
-17.8,6.32E-06
-17.79,6.35E-06
-17.78,6.37E-06
-17.77,6.40E-06
-17.76,6.42E-06
-17.75,6.45E-06
-17.74,6.47E-06
-17.73,6.50E-06
-17.72,6.52E-06
-17.71,6.55E-06
-17.7,6.58E-06
-17.69,6.60E-06
-17.68,6.63E-06
-17.67,6.66E-06
-17.66,6.68E-06
-17.65,6.71E-06
-17.64,6.73E-06
-17.63,6.76E-06
-17.62,6.79E-06
-17.61,6.82E-06
-17.6,6.84E-06
-17.59,6.87E-06
-17.58,6.90E-06
-17.57,6.93E-06
-17.56,6.95E-06
-17.55,6.98E-06
-17.54,7.01E-06
-17.53,7.04E-06
-17.52,7.07E-06
-17.51,7.09E-06
-17.5,7.12E-06
-17.49,7.15E-06
-17.48,7.18E-06
-17.47,7.21E-06
-17.46,7.24E-06
-17.45,7.27E-06
-17.44,7.30E-06
-17.43,7.33E-06
-17.42,7.36E-06
-17.41,7.39E-06
-17.4,7.42E-06
-17.39,7.45E-06
-17.38,7.48E-06
-17.37,7.51E-06
-17.36,7.54E-06
-17.35,7.57E-06
-17.34,7.60E-06
-17.33,7.63E-06
-17.32,7.66E-06
-17.31,7.69E-06
-17.3,7.73E-06
-17.29,7.76E-06
-17.28,7.79E-06
-17.27,7.82E-06
-17.26,7.85E-06
-17.25,7.89E-06
-17.24,7.92E-06
-17.23,7.95E-06
-17.22,7.98E-06
-17.21,8.02E-06
-17.2,8.05E-06
-17.19,8.08E-06
-17.18,8.12E-06
-17.17,8.15E-06
-17.16,8.18E-06
-17.15,8.22E-06
-17.14,8.25E-06
-17.13,8.29E-06
-17.12,8.32E-06
-17.11,8.36E-06
-17.1,8.39E-06
-17.09,8.43E-06
-17.08,8.46E-06
-17.07,8.50E-06
-17.06,8.53E-06
-17.05,8.57E-06
-17.04,8.61E-06
-17.03,8.64E-06
-17.02,8.68E-06
-17.01,8.71E-06
-17,8.75E-06
-16.99,8.79E-06
-16.98,8.83E-06
-16.97,8.86E-06
-16.96,8.90E-06
-16.95,8.94E-06
-16.94,8.98E-06
-16.93,9.01E-06
-16.92,9.05E-06
-16.91,9.09E-06
-16.9,9.13E-06
-16.89,9.17E-06
-16.88,9.21E-06
-16.87,9.25E-06
-16.86,9.29E-06
-16.85,9.33E-06
-16.84,9.37E-06
-16.83,9.41E-06
-16.82,9.45E-06
-16.81,9.49E-06
-16.8,9.53E-06
-16.79,9.57E-06
-16.78,9.61E-06
-16.77,9.65E-06
-16.76,9.69E-06
-16.75,9.74E-06
-16.74,9.78E-06
-16.73,9.82E-06
-16.72,9.86E-06
-16.71,9.91E-06
-16.7,9.95E-06
-16.69,9.99E-06
-16.68,1.00E-05
-16.67,1.01E-05
-16.66,1.01E-05
-16.65,1.02E-05
-16.64,1.02E-05
-16.63,1.03E-05
-16.62,1.03E-05
-16.61,1.04E-05
-16.6,1.04E-05
-16.59,1.04E-05
-16.58,1.05E-05
-16.57,1.05E-05
-16.56,1.06E-05
-16.55,1.06E-05
-16.54,1.07E-05
-16.53,1.07E-05
-16.52,1.08E-05
-16.51,1.08E-05
-16.5,1.09E-05
-16.49,1.09E-05
-16.48,1.10E-05
-16.47,1.10E-05
-16.46,1.11E-05
-16.45,1.11E-05
-16.44,1.12E-05
-16.43,1.12E-05
-16.42,1.13E-05
-16.41,1.13E-05
-16.4,1.14E-05
-16.39,1.14E-05
-16.38,1.15E-05
-16.37,1.15E-05
-16.36,1.16E-05
-16.35,1.16E-05
-16.34,1.17E-05
-16.33,1.17E-05
-16.32,1.18E-05
-16.31,1.18E-05
-16.3,1.19E-05
-16.29,1.19E-05
-16.28,1.20E-05
-16.27,1.20E-05
-16.26,1.21E-05
-16.25,1.21E-05
-16.24,1.22E-05
-16.23,1.23E-05
-16.22,1.23E-05
-16.21,1.24E-05
-16.2,1.24E-05
-16.19,1.25E-05
-16.18,1.25E-05
-16.17,1.26E-05
-16.16,1.27E-05
-16.15,1.27E-05
-16.14,1.28E-05
-16.13,1.28E-05
-16.12,1.29E-05
-16.11,1.29E-05
-16.1,1.30E-05
-16.09,1.31E-05
-16.08,1.31E-05
-16.07,1.32E-05
-16.06,1.32E-05
-16.05,1.33E-05
-16.04,1.34E-05
-16.03,1.34E-05
-16.02,1.35E-05
-16.01,1.36E-05
-16,1.36E-05
-15.99,1.37E-05
-15.98,1.37E-05
-15.97,1.38E-05
-15.96,1.39E-05
-15.95,1.39E-05
-15.94,1.40E-05
-15.93,1.41E-05
-15.92,1.41E-05
-15.91,1.42E-05
-15.9,1.43E-05
-15.89,1.43E-05
-15.88,1.44E-05
-15.87,1.45E-05
-15.86,1.45E-05
-15.85,1.46E-05
-15.84,1.47E-05
-15.83,1.47E-05
-15.82,1.48E-05
-15.81,1.49E-05
-15.8,1.50E-05
-15.79,1.50E-05
-15.78,1.51E-05
-15.77,1.52E-05
-15.76,1.52E-05
-15.75,1.53E-05
-15.74,1.54E-05
-15.73,1.55E-05
-15.72,1.55E-05
-15.71,1.56E-05
-15.7,1.57E-05
-15.69,1.58E-05
-15.68,1.58E-05
-15.67,1.59E-05
-15.66,1.60E-05
-15.65,1.61E-05
-15.64,1.61E-05
-15.63,1.62E-05
-15.62,1.63E-05
-15.61,1.64E-05
-15.6,1.65E-05
-15.59,1.65E-05
-15.58,1.66E-05
-15.57,1.67E-05
-15.56,1.68E-05
-15.55,1.69E-05
-15.54,1.69E-05
-15.53,1.70E-05
-15.52,1.71E-05
-15.51,1.72E-05
-15.5,1.73E-05
-15.49,1.74E-05
-15.48,1.74E-05
-15.47,1.75E-05
-15.46,1.76E-05
-15.45,1.77E-05
-15.44,1.78E-05
-15.43,1.79E-05
-15.42,1.80E-05
-15.41,1.81E-05
-15.4,1.81E-05
-15.39,1.82E-05
-15.38,1.83E-05
-15.37,1.84E-05
-15.36,1.85E-05
-15.35,1.86E-05
-15.34,1.87E-05
-15.33,1.88E-05
-15.32,1.89E-05
-15.31,1.90E-05
-15.3,1.91E-05
-15.29,1.92E-05
-15.28,1.93E-05
-15.27,1.94E-05
-15.26,1.94E-05
-15.25,1.95E-05
-15.24,1.96E-05
-15.23,1.97E-05
-15.22,1.98E-05
-15.21,1.99E-05
-15.2,2.00E-05
-15.19,2.01E-05
-15.18,2.02E-05
-15.17,2.03E-05
-15.16,2.05E-05
-15.15,2.06E-05
-15.14,2.07E-05
-15.13,2.08E-05
-15.12,2.09E-05
-15.11,2.10E-05
-15.1,2.11E-05
-15.09,2.12E-05
-15.08,2.13E-05
-15.07,2.14E-05
-15.06,2.15E-05
-15.05,2.16E-05
-15.04,2.17E-05
-15.03,2.18E-05
-15.02,2.20E-05
-15.01,2.21E-05
-15,2.22E-05
-14.99,2.23E-05
-14.98,2.24E-05
-14.97,2.25E-05
-14.96,2.26E-05
-14.95,2.28E-05
-14.94,2.29E-05
-14.93,2.30E-05
-14.92,2.31E-05
-14.91,2.32E-05
-14.9,2.34E-05
-14.89,2.35E-05
-14.88,2.36E-05
-14.87,2.37E-05
-14.86,2.39E-05
-14.85,2.40E-05
-14.84,2.41E-05
-14.83,2.42E-05
-14.82,2.44E-05
-14.81,2.45E-05
-14.8,2.46E-05
-14.79,2.47E-05
-14.78,2.49E-05
-14.77,2.50E-05
-14.76,2.51E-05
-14.75,2.53E-05
-14.74,2.54E-05
-14.73,2.55E-05
-14.72,2.57E-05
-14.71,2.58E-05
-14.7,2.59E-05
-14.69,2.61E-05
-14.68,2.62E-05
-14.67,2.64E-05
-14.66,2.65E-05
-14.65,2.66E-05
-14.64,2.68E-05
-14.63,2.69E-05
-14.62,2.71E-05
-14.61,2.72E-05
-14.6,2.74E-05
-14.59,2.75E-05
-14.58,2.77E-05
-14.57,2.78E-05
-14.56,2.80E-05
-14.55,2.81E-05
-14.54,2.83E-05
-14.53,2.84E-05
-14.52,2.86E-05
-14.51,2.87E-05
-14.5,2.89E-05
-14.49,2.90E-05
-14.48,2.92E-05
-14.47,2.93E-05
-14.46,2.95E-05
-14.45,2.97E-05
-14.44,2.98E-05
-14.43,3.00E-05
-14.42,3.02E-05
-14.41,3.03E-05
-14.4,3.05E-05
-14.39,3.07E-05
-14.38,3.08E-05
-14.37,3.10E-05
-14.36,3.12E-05
-14.35,3.13E-05
-14.34,3.15E-05
-14.33,3.17E-05
-14.32,3.19E-05
-14.31,3.20E-05
-14.3,3.22E-05
-14.29,3.24E-05
-14.28,3.26E-05
-14.27,3.27E-05
-14.26,3.29E-05
-14.25,3.31E-05
-14.24,3.33E-05
-14.23,3.35E-05
-14.22,3.37E-05
-14.21,3.39E-05
-14.2,3.40E-05
-14.19,3.42E-05
-14.18,3.44E-05
-14.17,3.46E-05
-14.16,3.48E-05
-14.15,3.50E-05
-14.14,3.52E-05
-14.13,3.54E-05
-14.12,3.56E-05
-14.11,3.58E-05
-14.1,3.60E-05
-14.09,3.62E-05
-14.08,3.64E-05
-14.07,3.66E-05
-14.06,3.68E-05
-14.05,3.70E-05
-14.04,3.72E-05
-14.03,3.75E-05
-14.02,3.77E-05
-14.01,3.79E-05
-14,3.81E-05
-13.99,3.83E-05
-13.98,3.85E-05
-13.97,3.88E-05
-13.96,3.90E-05
-13.95,3.92E-05
-13.94,3.94E-05
-13.93,3.97E-05
-13.92,3.99E-05
-13.91,4.01E-05
-13.9,4.03E-05
-13.89,4.06E-05
-13.88,4.08E-05
-13.87,4.11E-05
-13.86,4.13E-05
-13.85,4.15E-05
-13.84,4.18E-05
-13.83,4.20E-05
-13.82,4.23E-05
-13.81,4.25E-05
-13.8,4.27E-05
-13.79,4.30E-05
-13.78,4.32E-05
-13.77,4.35E-05
-13.76,4.38E-05
-13.75,4.40E-05
-13.74,4.43E-05
-13.73,4.45E-05
-13.72,4.48E-05
-13.71,4.51E-05
-13.7,4.53E-05
-13.69,4.56E-05
-13.68,4.59E-05
-13.67,4.61E-05
-13.66,4.64E-05
-13.65,4.67E-05
-13.64,4.69E-05
-13.63,4.72E-05
-13.62,4.75E-05
-13.61,4.78E-05
-13.6,4.81E-05
-13.59,4.84E-05
-13.58,4.86E-05
-13.57,4.89E-05
-13.56,4.92E-05
-13.55,4.95E-05
-13.54,4.98E-05
-13.53,5.01E-05
-13.52,5.04E-05
-13.51,5.07E-05
-13.5,5.10E-05
-13.49,5.13E-05
-13.48,5.16E-05
-13.47,5.20E-05
-13.46,5.23E-05
-13.45,5.26E-05
-13.44,5.29E-05
-13.43,5.32E-05
-13.42,5.35E-05
-13.41,5.39E-05
-13.4,5.42E-05
-13.39,5.45E-05
-13.38,5.49E-05
-13.37,5.52E-05
-13.36,5.55E-05
-13.35,5.59E-05
-13.34,5.62E-05
-13.33,5.65E-05
-13.32,5.69E-05
-13.31,5.72E-05
-13.3,5.76E-05
-13.29,5.79E-05
-13.28,5.83E-05
-13.27,5.87E-05
-13.26,5.90E-05
-13.25,5.94E-05
-13.24,5.97E-05
-13.23,6.01E-05
-13.22,6.05E-05
-13.21,6.09E-05
-13.2,6.12E-05
-13.19,6.16E-05
-13.18,6.20E-05
-13.17,6.24E-05
-13.16,6.28E-05
-13.15,6.32E-05
-13.14,6.35E-05
-13.13,6.39E-05
-13.12,6.43E-05
-13.11,6.47E-05
-13.1,6.52E-05
-13.09,6.56E-05
-13.08,6.60E-05
-13.07,6.64E-05
-13.06,6.68E-05
-13.05,6.72E-05
-13.04,6.76E-05
-13.03,6.81E-05
-13.02,6.85E-05
-13.01,6.89E-05
-13,6.94E-05
-12.99,6.98E-05
-12.98,7.02E-05
-12.97,7.07E-05
-12.96,7.11E-05
-12.95,7.16E-05
-12.94,7.20E-05
-12.93,7.25E-05
-12.92,7.30E-05
-12.91,7.34E-05
-12.9,7.39E-05
-12.89,7.44E-05
-12.88,7.48E-05
-12.87,7.53E-05
-12.86,7.58E-05
-12.85,7.63E-05
-12.84,7.68E-05
-12.83,7.73E-05
-12.82,7.78E-05
-12.81,7.83E-05
-12.8,7.88E-05
-12.79,7.93E-05
-12.78,7.98E-05
-12.77,8.03E-05
-12.76,8.08E-05
-12.75,8.13E-05
-12.74,8.19E-05
-12.73,8.24E-05
-12.72,8.29E-05
-12.71,8.35E-05
-12.7,8.40E-05
-12.69,8.45E-05
-12.68,8.51E-05
-12.67,8.56E-05
-12.66,8.62E-05
-12.65,8.68E-05
-12.64,8.73E-05
-12.63,8.79E-05
-12.62,8.85E-05
-12.61,8.91E-05
-12.6,8.96E-05
-12.59,9.02E-05
-12.58,9.08E-05
-12.57,9.14E-05
-12.56,9.20E-05
-12.55,9.26E-05
-12.54,9.32E-05
-12.53,9.39E-05
-12.52,9.45E-05
-12.51,9.51E-05
-12.5,9.57E-05
-12.49,9.64E-05
-12.48,9.70E-05
-12.47,9.76E-05
-12.46,9.83E-05
-12.45,9.89E-05
-12.44,9.96E-05
-12.43,1.00E-04
-12.42,1.01E-04
-12.41,1.02E-04
-12.4,1.02E-04
-12.39,1.03E-04
-12.38,1.04E-04
-12.37,1.04E-04
-12.36,1.05E-04
-12.35,1.06E-04
-12.34,1.06E-04
-12.33,1.07E-04
-12.32,1.08E-04
-12.31,1.09E-04
-12.3,1.09E-04
-12.29,1.10E-04
-12.28,1.11E-04
-12.27,1.12E-04
-12.26,1.12E-04
-12.25,1.13E-04
-12.24,1.14E-04
-12.23,1.15E-04
-12.22,1.15E-04
-12.21,1.16E-04
-12.2,1.17E-04
-12.19,1.18E-04
-12.18,1.19E-04
-12.17,1.19E-04
-12.16,1.20E-04
-12.15,1.21E-04
-12.14,1.22E-04
-12.13,1.23E-04
-12.12,1.24E-04
-12.11,1.24E-04
-12.1,1.25E-04
-12.09,1.26E-04
-12.08,1.27E-04
-12.07,1.28E-04
-12.06,1.29E-04
-12.05,1.30E-04
-12.04,1.30E-04
-12.03,1.31E-04
-12.02,1.32E-04
-12.01,1.33E-04
-12,1.34E-04
-11.99,1.35E-04
-11.98,1.36E-04
-11.97,1.37E-04
-11.96,1.38E-04
-11.95,1.39E-04
-11.94,1.40E-04
-11.93,1.41E-04
-11.92,1.42E-04
-11.91,1.43E-04
-11.9,1.44E-04
-11.89,1.45E-04
-11.88,1.46E-04
-11.87,1.47E-04
-11.86,1.48E-04
-11.85,1.49E-04
-11.84,1.50E-04
-11.83,1.51E-04
-11.82,1.52E-04
-11.81,1.53E-04
-11.8,1.54E-04
-11.79,1.55E-04
-11.78,1.56E-04
-11.77,1.57E-04
-11.76,1.58E-04
-11.75,1.60E-04
-11.74,1.61E-04
-11.73,1.62E-04
-11.72,1.63E-04
-11.71,1.64E-04
-11.7,1.65E-04
-11.69,1.66E-04
-11.68,1.68E-04
-11.67,1.69E-04
-11.66,1.70E-04
-11.65,1.71E-04
-11.64,1.72E-04
-11.63,1.74E-04
-11.62,1.75E-04
-11.61,1.76E-04
-11.6,1.77E-04
-11.59,1.79E-04
-11.58,1.80E-04
-11.57,1.81E-04
-11.56,1.83E-04
-11.55,1.84E-04
-11.54,1.85E-04
-11.53,1.86E-04
-11.52,1.88E-04
-11.51,1.89E-04
-11.5,1.91E-04
-11.49,1.92E-04
-11.48,1.93E-04
-11.47,1.95E-04
-11.46,1.96E-04
-11.45,1.97E-04
-11.44,1.99E-04
-11.43,2.00E-04
-11.42,2.02E-04
-11.41,2.03E-04
-11.4,2.05E-04
-11.39,2.06E-04
-11.38,2.08E-04
-11.37,2.09E-04
-11.36,2.11E-04
-11.35,2.12E-04
-11.34,2.14E-04
-11.33,2.15E-04
-11.32,2.17E-04
-11.31,2.18E-04
-11.3,2.20E-04
-11.29,2.22E-04
-11.28,2.23E-04
-11.27,2.25E-04
-11.26,2.26E-04
-11.25,2.28E-04
-11.24,2.30E-04
-11.23,2.31E-04
-11.22,2.33E-04
-11.21,2.35E-04
-11.2,2.37E-04
-11.19,2.38E-04
-11.18,2.40E-04
-11.17,2.42E-04
-11.16,2.44E-04
-11.15,2.45E-04
-11.14,2.47E-04
-11.13,2.49E-04
-11.12,2.51E-04
-11.11,2.53E-04
-11.1,2.55E-04
-11.09,2.56E-04
-11.08,2.58E-04
-11.07,2.60E-04
-11.06,2.62E-04
-11.05,2.64E-04
-11.04,2.66E-04
-11.03,2.68E-04
-11.02,2.70E-04
-11.01,2.72E-04
-11,2.74E-04
-10.99,2.76E-04
-10.98,2.78E-04
-10.97,2.80E-04
-10.96,2.82E-04
-10.95,2.84E-04
-10.94,2.86E-04
-10.93,2.89E-04
-10.92,2.91E-04
-10.91,2.93E-04
-10.9,2.95E-04
-10.89,2.97E-04
-10.88,2.99E-04
-10.87,3.02E-04
-10.86,3.04E-04
-10.85,3.06E-04
-10.84,3.09E-04
-10.83,3.11E-04
-10.82,3.13E-04
-10.81,3.16E-04
-10.8,3.18E-04
-10.79,3.20E-04
-10.78,3.23E-04
-10.77,3.25E-04
-10.76,3.28E-04
-10.75,3.30E-04
-10.74,3.32E-04
-10.73,3.35E-04
-10.72,3.37E-04
-10.71,3.40E-04
-10.7,3.43E-04
-10.69,3.45E-04
-10.68,3.48E-04
-10.67,3.50E-04
-10.66,3.53E-04
-10.65,3.56E-04
-10.64,3.58E-04
-10.63,3.61E-04
-10.62,3.64E-04
-10.61,3.67E-04
-10.6,3.69E-04
-10.59,3.72E-04
-10.58,3.75E-04
-10.57,3.78E-04
-10.56,3.81E-04
-10.55,3.83E-04
-10.54,3.86E-04
-10.53,3.89E-04
-10.52,3.92E-04
-10.51,3.95E-04
-10.5,3.98E-04
-10.49,4.01E-04
-10.48,4.04E-04
-10.47,4.07E-04
-10.46,4.10E-04
-10.45,4.14E-04
-10.44,4.17E-04
-10.43,4.20E-04
-10.42,4.23E-04
-10.41,4.26E-04
-10.4,4.30E-04
-10.39,4.33E-04
-10.38,4.36E-04
-10.37,4.39E-04
-10.36,4.43E-04
-10.35,4.46E-04
-10.34,4.50E-04
-10.33,4.53E-04
-10.32,4.56E-04
-10.31,4.60E-04
-10.3,4.63E-04
-10.29,4.67E-04
-10.28,4.71E-04
-10.27,4.74E-04
-10.26,4.78E-04
-10.25,4.81E-04
-10.24,4.85E-04
-10.23,4.89E-04
-10.22,4.93E-04
-10.21,4.96E-04
-10.2,0.001
-10.19,0.001
-10.18,0.001
-10.17,0.001
-10.16,0.001
-10.15,0.001
-10.14,0.001
-10.13,0.001
-10.12,0.001
-10.11,0.001
-10.1,0.001
-10.09,0.001
-10.08,0.001
-10.07,0.001
-10.06,0.001
-10.05,0.001
-10.04,0.001
-10.03,0.001
-10.02,0.001
-10.01,0.001
-10,0.001
-9.99,0.001
-9.98,0.001
-9.97,0.001
-9.96,0.001
-9.95,0.001
-9.94,0.001
-9.93,0.001
-9.92,0.001
-9.91,0.001
-9.9,0.001
-9.89,0.001
-9.88,0.001
-9.87,0.001
-9.86,0.001
-9.85,0.001
-9.84,0.001
-9.83,0.001
-9.82,0.001
-9.81,0.001
-9.8,0.001
-9.79,0.001
-9.78,0.001
-9.77,0.001
-9.76,0.001
-9.75,0.001
-9.74,0.001
-9.73,0.001
-9.72,0.001
-9.71,0.001
-9.7,0.001
-9.69,0.001
-9.68,0.001
-9.67,0.001
-9.66,0.001
-9.65,0.001
-9.64,0.001
-9.63,0.001
-9.62,0.001
-9.61,0.001
-9.6,0.001
-9.59,0.001
-9.58,0.001
-9.57,0.001
-9.56,0.001
-9.55,0.001
-9.54,0.001
-9.53,0.001
-9.52,0.001
-9.51,0.001
-9.5,0.001
-9.49,0.001
-9.48,0.001
-9.47,0.001
-9.46,0.001
-9.45,0.001
-9.44,0.001
-9.43,0.001
-9.42,0.001
-9.41,0.001
-9.4,0.001
-9.39,0.001
-9.38,0.001
-9.37,0.001
-9.36,0.001
-9.35,0.001
-9.34,0.001
-9.33,0.001
-9.32,0.001
-9.31,0.001
-9.3,0.001
-9.29,0.001
-9.28,0.001
-9.27,0.001
-9.26,0.001
-9.25,0.001
-9.24,0.001
-9.23,0.001
-9.22,0.001
-9.21,0.001
-9.2,0.001
-9.19,0.001
-9.18,0.001
-9.17,0.001
-9.16,0.001
-9.15,0.001
-9.14,0.001
-9.13,0.001
-9.12,0.001
-9.11,0.001
-9.1,0.001
-9.09,0.001
-9.08,0.001
-9.07,0.001
-9.06,0.001
-9.05,0.001
-9.04,0.001
-9.03,0.001
-9.02,0.001
-9.01,0.001
-9,0.001
-8.99,0.001
-8.98,0.001
-8.97,0.001
-8.96,0.001
-8.95,0.001
-8.94,0.001
-8.93,0.001
-8.92,0.001
-8.91,0.001
-8.9,0.001
-8.89,0.001
-8.88,0.001
-8.87,0.001
-8.86,0.001
-8.85,0.001
-8.84,0.001
-8.83,0.001
-8.82,0.001
-8.81,0.001
-8.8,0.001
-8.79,0.001
-8.78,0.001
-8.77,0.001
-8.76,0.002
-8.75,0.002
-8.74,0.002
-8.73,0.002
-8.72,0.002
-8.71,0.002
-8.7,0.002
-8.69,0.002
-8.68,0.002
-8.67,0.002
-8.66,0.002
-8.65,0.002
-8.64,0.002
-8.63,0.002
-8.62,0.002
-8.61,0.002
-8.6,0.002
-8.59,0.002
-8.58,0.002
-8.57,0.002
-8.56,0.002
-8.55,0.002
-8.54,0.002
-8.53,0.002
-8.52,0.002
-8.51,0.002
-8.5,0.002
-8.49,0.002
-8.48,0.002
-8.47,0.002
-8.46,0.002
-8.45,0.002
-8.44,0.002
-8.43,0.002
-8.42,0.002
-8.41,0.002
-8.4,0.002
-8.39,0.002
-8.38,0.002
-8.37,0.002
-8.36,0.002
-8.35,0.002
-8.34,0.002
-8.33,0.002
-8.32,0.002
-8.31,0.002
-8.3,0.002
-8.29,0.002
-8.28,0.002
-8.27,0.002
-8.26,0.002
-8.25,0.002
-8.24,0.002
-8.23,0.002
-8.22,0.002
-8.21,0.002
-8.2,0.002
-8.19,0.002
-8.18,0.002
-8.17,0.002
-8.16,0.002
-8.15,0.002
-8.14,0.002
-8.13,0.002
-8.12,0.002
-8.11,0.002
-8.1,0.002
-8.09,0.002
-8.08,0.002
-8.07,0.003
-8.06,0.003
-8.05,0.003
-8.04,0.003
-8.03,0.003
-8.02,0.003
-8.01,0.003
-8,0.003
-7.99,0.003
-7.98,0.003
-7.97,0.003
-7.96,0.003
-7.95,0.003
-7.94,0.003
-7.93,0.003
-7.92,0.003
-7.91,0.003
